country_code,country_name,region,sub_region,Current health expenditure (% of GDP),Current health expenditure per capita (current US$),Ease of doing business score (0 = lowest performance to 100 = best performance),"Fertility rate, total (births per woman)",Fixed broadband subscriptions (per 100 people),GDP (current US$),GDP per capita (current US$),Individuals using the Internet (% of population),Land area (sq. km),"Life expectancy at birth, total (years)",Mobile cellular subscriptions (per 100 people),Population density (people per sq. km of land area),Population growth (annual %),"Population, total",Urban population (% of total population),5-year average GDP growth,5-year average GDP per capita growth,WGI - VoiceandAccountability,WGI - Political StabilityNoViolence,WGI - GovernmentEffectiveness,WGI - RegulatoryQuality,WGI - RuleofLaw,WGI - ControlofCorruption,Political rights score,Civil liberties score,Population aged 0 - 40
HRV,Croatia,Europe,Southern Europe,6.82702351,1014.22235107,73.62096,1.47,27.95854736,60752588976.3175,14944.3562248936,79.07978368,56590,78.4243902439025,106.6423198,72.2361371267008,-0.554146739042888,4065253,57.242,3.00715531722534,3.870479092582242,0.534780740737915,0.755473792552948,0.4099745452404022,0.591005802154541,0.3661346137523651,0.12554092705249786,36,49,0.4439929214755093
HTI,Haiti,Americas,Latin America and the Caribbean,7.69460344,64.24588013,40.72493,2.887,0.276123479,14332163266.3977,1272.4909246734,32.47362713,27560,64.001,60.7594177,403.59854862119,1.24989940326034,11263077,56.192,1.1222857478177741,-0.19411468139379956,-0.7263224124908447,-0.777887761592865,-2.0153884887695312,-1.2606722116470337,-0.9711014032363892,-1.3391826152801514,15,22,0.7609752182329539
HUN,Hungary,Europe,Eastern Europe,6.70007229,1081.80285645,73.41584,1.49,32.93541273,163469042867.956,16729.7803673036,80.37169361,91260,76.0219512195122,106.0716003,107.117729563883,-0.0452557101106228,9771141,71.644,4.051937928421016,4.2535128423929205,0.22006353735923767,0.7325270771980286,0.49536508321762085,0.6034866571426392,0.4931344985961914,-0.0010351537493988872,26,43,0.4485807288441822
IDN,Indonesia,Asia,South-eastern Asia,2.87053037,111.67790985,69.57879,2.288,3.800218906,1119190780752.8,4135.56926281554,47.69064898,1877519,71.716,126.1069128,142.562304296255,1.10058458685211,270625568,55.985,5.034719403104664,3.803338072496548,0.15639418363571167,-0.4812067151069641,0.18274074792861938,-0.09331433475017548,-0.342530220746994,-0.418996125459671,30,29,0.660359115293789
IND,India,Asia,Southern Asia,3.544245,72.83453369,71.04511,2.202,1.401954779,2868929415617.02,2099.59904810855,20.08130004,2973190,69.656,84.27000876,454.938072575247,1.01510602753472,1366417754,34.472,6.719338921963162,5.589058215963972,0.29398924112319946,-0.7027683854103088,0.17155437171459198,-0.16055570542812347,-0.03075839951634407,-0.23325395584106445,34,33,0.6881404328004064
IRL,Ireland,Europe,Northern Europe,6.92870378,5489.07080078,79.57614,1.7,29.95495131,388698711348.156,78778.9947686189,84.52230206,68890,82.3024390243903,105.6900007,70.6534475250399,1.36154692834319,4934040,63.405,10.141056614713902,8.886866207501615,1.3350648880004883,0.9733633399009705,1.2813749313354492,1.6019104719161987,1.394229531288147,1.4580987691879272,39,58,0.5338414362267027
IRN,"Iran, Islamic Rep.",Asia,Southern Asia,8.66168594,484.28659058,58.54658,2.146,10.57874538,453996479250.212,5550.06095701484,70.00455222,1628760,76.677,142.3903718,50.222420123284,1.35222602321056,82913906,75.391,0.6041199508605742,-0.7541688237859319,-1.3700543642044067,-1.698150634765625,-0.5535024404525757,-1.4231373071670532,-0.749372124671936,-1.0479605197906494,6,10,0.6683740521975663
IRQ,Iraq,Asia,Western Asia,4.1062417,239.41305542,44.70443,3.597,11.59775672,234094042938.917,5955.10901036816,75.00000131,434128,70.604,94.69591577,88.5305716286441,2.25413421903288,39309783,70.678,3.8065557570118074,1.0740470314360901,-0.9454793930053711,-2.564838171005249,-1.3362704515457153,-1.1799684762954712,-1.7224633693695068,-1.3366540670394897,16,13,0.7962986267873379
ISL,Iceland,Europe,Northern Europe,8.4693088500000009,6530.93212891,78.96154,1.75,41.07028561,24188038473.5438,67084.0837067136,99.01095399,100830,82.5609756097561,121.9493203,3.49817514628583,2.19893225826166,360563,93.855,4.3310208760567175,2.343153289562253,1.3339440822601318,1.655898928642273,1.5182777643203735,1.3729844093322754,1.7669236660003662,1.7079734802246094,37,57,0.5386966421770518
ISR,Israel,Asia,Western Asia,7.51703548,3323.65063477,76.67572,3.01,29.12184776,394652210295.849,43588.7133085762,86.78787762,21640,82.8048780487805,137.3339858,410.480591497227,1.90898263957994,9054000,92.501,3.34684650223698,1.3580774353053158,0.6869863867759705,-0.7785231471061707,1.325652003288269,1.28099524974823,1.0475901365280151,0.8059543967247009,33,43,0.6255314777998675
ITA,Italy,Europe,Southern Europe,8.66763401,2988.99584961,72.85055,1.27,28.85296013,2003576145498.04,33225.6484944567,74.38718292,297730,83.1975609756098,131.2645046,202.941457024821,-0.198249204643392,60302093,70.736,1.0052869177115236,1.1678953151677642,0.972270131111145,0.4626992642879486,0.4619360864162445,0.9549630880355835,0.280191034078598,0.23984207212924957,36,54,0.3976852377753408
JAM,Jamaica,Americas,Latin America and the Caribbean,6.06135607,320.97631836,69.67997,1.965,10.78279905,16458071067.8176,5582.26377755211,55.07206705,10830,74.475,102.5640043,270.993074792244,0.456356197137556,2948279,55.985,1.1885128663319506,0.6813978146622326,0.6409133672714233,0.4143163561820984,0.4958207607269287,0.1675489991903305,-0.31257364153862,-0.05655558034777641,34,46,0.6422100094394115
JOR,Jordan,Asia,Western Asia,7.79041338,330.14187622,68.97453,2.691,4.528903766,44502895861.6837,4405.48841230824,66.79031443,88780,74.526,77.00460933,112.14249831043,1.4526643189474,10101694,91.203,2.093476439697606,-0.413135141967487,-0.6650451421737671,-0.35786232352256775,0.09947026520967484,0.03460937365889549,0.1439574509859085,0.12797953188419342,11,23,0.7589127846539052
JPN,Japan,Asia,Eastern Asia,10.95338821,4266.58691406,77.99983,1.36,33.50338023,5081769542379.77,40246.8801284164,91.28160849,364500,84.3563414634146,147.0232275,347.130589849108,-0.208999472902293,126264931,91.698,0.978103044406049,1.1392509595442868,0.9595043659210205,1.0412253141403198,1.586663842201233,1.3269574642181396,1.537964940071106,1.475332260131836,40,56,0.3841385648414013
KAZ,Kazakhstan,Asia,Central Asia,2.92212725,275.85461426,79.55915,2.9,13.53588595,181665908556.499,9812.52658813295,81.87762554,2699700,73.18,138.6292278,6.76980849724043,1.28960848954226,18513673,57.54,2.999999999975886,1.599839660486749,-1.2128251791000366,-0.08344855904579163,0.1247125044465065,0.13722650706768036,-0.4324132800102234,-0.31998226046562195,5,18,0.6498119903260697
KEN,Kenya,Africa,Sub-Saharan Africa,5.16729498,88.38527679,73.21648,3.423,0.934270271,95503088538.092,1816.5469164389,22.56511937,569140,66.699,103.7690208,90.2994166637383,2.27190164034829,52573973,27.507,5.617470524546736,3.144232027451966,-0.29052066802978516,-1.1236639022827148,-0.3832688629627228,-0.27703747153282166,-0.45431771874427795,-0.7772462368011475,19,29,0.8195124024025047
KGZ,Kyrgyz Republic,Asia,Central Asia,6.53458309,85.73608398,67.82089,3.3,4.194159776,8454619607.81795,1309.53495985533,38.19903776,191800,71.6,134.3947411,32.9655891553702,2.08787614010317,6456200,36.591,4.2433335251249975,2.157150155203354,-0.45736587047576904,-0.40978190302848816,-0.681520938873291,-0.34735098481178284,-0.8863014578819275,-0.9454193711280823,4,24,0.7267912590674481
KHM,Cambodia,Asia,South-eastern Asia,6.02654314,90.55628204,53.84483,2.478,1.11836066,27089389786.979,1643.12138876539,40.5459865,176520,69.823,129.9161522,92.0564128710628,1.44639338013252,16486542,23.805,7.083882508608596,5.460985602988116,-1.2025713920593262,-0.08089669793844223,-0.5791857242584229,-0.5688344240188599,-0.9356683492660522,-1.302400827407837,5,19,0.7600213556002222
KIR,Kiribati,Oceania,Micronesia,12.11170006,196.84797668,46.93884,3.53,0.089281159,194647201.946472,1655.07883905984,14.58181818,810,68.369,46.47551996,143.020987654321,1.50696995827,117606,54.835,4.198564630242345,2.7013379240283513,1.1224985122680664,1.2045668363571167,-0.23553551733493805,-0.6217976808547974,0.7377026081085205,0.3710443079471588,37,56,0.758460308822529
KOR,"Korea, Rep.",Asia,Eastern Asia,7.56259203,2542.81811523,84.00083,0.918,42.7643539,1646739219509.89,31846.2182324258,96.15758265,97520,83.2268292682927,134.4892665,529.190248154225,0.198353208370259,51709098,81.43,2.77247454486693,2.386866357709876,0.7721228003501892,0.4780881404876709,1.3764177560806274,1.069812536239624,1.194070816040039,0.7567342519760132,33,50,0.4513834402722816
KWT,Kuwait,Asia,Western Asia,4.99920797,1711.22338867,67.40473,2.077,2.010775637,134628542746.97,32000.4484691578,99.54267645,17820,75.489,174.1593403,232.172390572391,1.67232318324502,4207083,100,0.09607522677455463,-2.490400421326874,-0.6347894668579102,0.20038090646266937,0.01846727915108204,0.06492389738559723,0.21567395329475403,-0.1327890157699585,14,23,0.5950931750984472
LAO,Lao PDR,Asia,South-eastern Asia,2.24630332,57.11195755,50.82456,2.626,1.063958139,18173839147.4011,2534.89827991125,25.51043508,230800,67.923,60.84399721,30.5957842287695,1.5171155747641,7169455,35.645,6.417056019465906,4.795885985410426,-1.8016995191574097,0.5250729322433472,-0.7845454216003418,-0.713214635848999,-0.9411007761955261,-1.0582287311553955,2,11,0.7580146945598104
LBN,Lebanon,Asia,Western Asia,8.35297012,686.46777344,54.3316,2.075,6.126277456,51991634491.6345,7583.69472170648,78.18077489,10230,78.93,61.81650253,669.494134897361,0.0990613623664896,6855713,88.758,-1.206914629186079,-2.998935075491867,-0.4943316876888275,-1.6387401819229126,-0.8328024744987488,-0.4255921542644501,-0.8582801222801208,-1.1602132320404053,13,30,0.6621373515124402
LBR,Liberia,Africa,Sub-Saharan Africa,6.73955679,45.42477798,43.22747,4.247,0.191398712,3070518100,621.892953622715,7.984479722,96320,64.104,56.56895266,50.0309073920266,2.42719460419122,4937374,51.615,-0.03733035846417807,-2.4952173041357457,-0.02834293246269226,-0.22901391983032227,-1.3751332759857178,-0.9789447784423828,-0.9952112436294556,-0.8775807023048401,27,33,0.8058006138485762
LCA,St. Lucia,Americas,Latin America and the Caribbean,4.39812708,464.70913696,63.6504,1.424,17.73884072,2122450629.62963,11611.4154473966,50.81524478,610,76.203,101.6795958,298.17868852459,0.494134202023454,182790,18.754,2.096706746399418,1.58936675977889,0.928154706954956,0.9261937737464905,0.22584962844848633,0.23496533930301666,0.569129467010498,0.5247429609298706,37,54,0.5912142017013594
LKA,Sri Lanka,Asia,Southern Asia,3.75841475,157.46585083,61.80614,2.188,7.814377529,84008783756.068,3853.08369288942,34.1133479,61864,76.978,144.3395582,350.284495021337,0.611875945764341,21803000,18.585,3.732474045864214,2.7374627877746978,-0.04258374869823456,-0.22812418639659882,-0.11354987323284149,-0.18437041342258453,-0.011983425356447697,-0.319470077753067,23,33,0.5882475725131796
LSO,Lesotho,Africa,Sub-Saharan Africa,9.28354836,124.78967285,59.4294,3.108,0.297797737,2376328637.26318,1118.13128380194,29.78780333,30360,54.331,74.49375796,69.437812911726,0.80956647567982,2125268,28.585,1.0234296999949033,0.23351846906729606,0.029661079868674278,-0.35466569662094116,-0.8322616815567017,-0.5356035828590393,-0.3805970847606659,-0.027304306626319885,27,36,0.7646761559841657
LTU,Lithuania,Europe,Northern Europe,6.56775236,1249.25463867,81.61948,1.61,28.69322557,54627411860.4705,19550.7277776539,81.58186838,62630,76.1341463414634,168.8207501,44.731646175954,-0.264704354944785,2794137,67.855,3.420343222739614,4.423713054429916,1.0248534679412842,0.8421939611434937,1.043380856513977,1.1573636531829834,1.0228707790374756,0.6759859919548035,38,52,0.44308564683836194
LUX,Luxembourg,Europe,Western Europe,5.28587103,6227.08398438,69.6031,1.34,37.37033663,71104919108.1411,114685.168424149,97.06129871,2430,82.4463414634146,135.7577766,250.185185185185,1.9628449198635,620001,91.223,3.218005716238116,1.0048826917827272,1.5244420766830444,1.3621183633804321,1.7336456775665283,1.6998822689056396,1.7934256792068481,2.112196207046509,38,59,0.5067281932506777
LVA,Latvia,Europe,Northern Europe,6.18923044,1101.49255371,80.28054,1.61,26.68917626,34102913582.4235,17819.2713755111,86.13545644,62090,75.2390243902439,108.6572233,31.0383958769528,-0.695239140136066,1913822,68.222,3.1417822005021416,3.9896867999815058,0.8849514722824097,0.4488481283187866,1.1050282716751099,1.192685604095459,1.013924241065979,0.4849397540092468,37,52,0.45241197979749426
MAR,Morocco,Africa,Northern Africa,5.31261539,174.78184509,73.38133,2.382,4.801908567,119700325461.938,3204.09500313298,74.37631447,446300,76.68,127.9529984,80.7285189334528,1.22105092988365,36471769,62.994,3.095118308235498,1.684674518683393,-0.6268053650856018,-0.3693983554840088,-0.11922524124383926,-0.21152836084365845,-0.13564912974834442,-0.27653631567955017,13,24,0.6648819802145034
MDA,Moldova,Europe,Eastern Europe,6.59544849,212.97038269,74.39091,1.269,16.58388287,11968713370.4969,4494.02379666688,76.12451989,32885.3,71.901,89.37944428,94.018880412443,-1.67418200483071,2663251,42.726,3.3286813531183213,4.7960941584947925,-0.08993624895811081,-0.3827970623970032,-0.383404940366745,0.009786710143089294,-0.37302857637405396,-0.6186847686767578,26,35,0.5481259196929469
MDG,Madagascar,Africa,Sub-Saharan Africa,4.78956461,22.0497551,47.72865,4.026,0.103612351,14114631280.6774,523.359064460847,4.713662899,581800,67.041,40.57034123,45.1398556204881,2.65624016241262,26969307,37.861,4.094908180724382,1.3446942300980222,-0.22059810161590576,-0.25254756212234497,-1.142453670501709,-0.7300456166267395,-1.0088132619857788,-1.0093696117401123,27,33,0.8100498396213829
MDV,Maldives,Asia,Southern Asia,9.41152477,973.53692627,53.27453,1.84,9.977530968,5642179170.45898,10626.513402239,63.18566588,300,78.921,155.9539168,1718.98666666667,2.91560605041598,530953,40.238,6.3096094762255035,2.161978814145062,-0.4419447183609009,0.013524998910725117,-0.19421827793121338,-0.47961467504501343,-0.41108790040016174,-0.26250743865966797,19,21,0.7573433580183668
MEX,Mexico,Americas,Latin America and the Caribbean,5.37147474,519.60546875,72.35556,2.103,15.17138918,1268870527160.03,9946.03382879198,70.06991047,1943950,75.054,95.66159745,64.9146264050001,1.09136213246927,127575529,80.444,2.0354554418595794,0.852889752381714,0.01832827739417553,-0.7145709991455078,-0.15700839459896088,0.10367979109287262,-0.6581035852432251,-0.8210800886154175,27,34,0.6651972730601023
MKD,North Macedonia,Europe,Southern Europe,6.58288956,399.09707642,80.74807,1.489,21.80508472,12547040498.9077,6022.21617939574,79.16775519,25220,75.797,92.203062310000007,82.5915146708961,0.0240494411584019,2083459,58.208,2.777168614436572,2.721031819775682,-0.0015601958148181438,-0.049200501292943954,-0.002485753735527396,0.5087844729423523,-0.24343633651733398,-0.40946370363235474,27,39,0.5189996630601625
MLI,Mali,Africa,Sub-Saharan Africa,3.8849268,34.95166016,52.94472,5.785,0.725006487,17279566718.6087,879.008010446655,12.72064096,1220190,59.306,116.6214561,15.635015858186,2.99663676010293,19658031,43.136,5.365476233892062,2.268981988104206,-0.41409948468208313,-2.1534361839294434,-1.0564441680908203,-0.5731859803199768,-0.8342335820198059,-0.6966434717178345,9,24,0.8470842626185973
MLT,Malta,Europe,Southern Europe,8.96454525,2753.51098633,66.13941,1.1,45.98680207,14989415684.1203,29737.2459818839,85.77859638,320,82.6,144.0568429,1514.46875,3.93135631850717,504062,94.678,6.322564601442368,3.221051551839668,1.110596776008606,1.090186595916748,0.8584199547767639,0.9556453824043274,0.952232301235199,0.23938655853271484,35,55,0.4682160853866603
MMR,Myanmar,Asia,South-eastern Asia,4.79125547,59.20605469,46.82775,2.138,0.240279346,76085852617.1371,1407.81314341043,23.62108195,652790,67.134,113.8444919,82.2751497418772,0.625548337219885,54045420,30.852,5.75726059900488,5.057158966684662,-0.8377732038497925,-1.2617672681808472,-1.1498692035675049,-0.7603928446769714,-1.0627838373184204,-0.6251955032348633,13,15,0.6703039528491423
MNE,Montenegro,Europe,Southern Europe,8.4230423,731.48168945,73.81891,1.748,28.46890143,5542577964.98146,8910.49593423682,73.47666575,13450,76.884,183.2837304,46.2622304832714,-0.0319870125812963,622028,67.15,4.03940820513591,4.032278334558728,0.02666332758963108,0.010601907037198544,0.15625758469104767,0.3652314841747284,0.0957447960972786,-0.030126255005598068,24,39,0.5209500552226832
MNG,Mongolia,Asia,Eastern Asia,3.78789377,155.09367371,67.77262,2.867,9.838777341,13996719329.4097,4339.84327925027,51.07999408,1557255,69.87,137.0136492,2.03576678193359,1.71875309742159,3225167,68.543,4.258193487109228,2.3477315439468267,0.34896886348724365,0.6434916853904724,-0.19483031332492828,-0.01124198455363512,-0.2662930488586426,-0.44176074862480164,36,48,0.7065791342213084
MOZ,Mozambique,Africa,Sub-Saharan Africa,8.17430115,40.26391602,54.9955,4.783,0.230438375,15291448211.603,503.570772675202,20.7740003,786380,60.854,48.65094674,37.508535313716,2.90713743750143,30366036,36.528,4.003244347084496,1.0453492657807204,-0.5082346796989441,-0.7454385757446289,-0.8232895731925964,-0.724764347076416,-1.0201843976974487,-0.8010145425796509,14,29,0.8388846171211201
MRT,Mauritania,Africa,Sub-Saharan Africa,4.58039093,54.48972321,51.06288,4.503,0.238968769,7600656943.97506,1679.44487300408,20.80096366,1030700,64.925,104.090067,4.27216357815077,2.7412802727648,4525696,54.507,3.636226638682132,0.7566096179551665,-0.7802137136459351,-0.5422165989875793,-0.49821245670318604,-0.7593396902084351,-0.5827178955078125,-0.8615845441818237,14,21,0.8032712302058158
MUS,Mauritius,Africa,Sub-Saharan Africa,5.82624388,653.347229,81.46811,1.4,24.19530145,14048430518.5561,11099.2402835688,63.99989817,2030,74.2358536585366,147.0148102,623.30197044335,0.0322400432027594,1265711,40.766,3.5959193232763877,3.517567787342372,0.8081410527229309,0.8220398426055908,0.8711398839950562,0.9965204000473022,0.7635766267776489,0.317111998796463,37,50,0.541420165092849
MWI,Malawi,Africa,Sub-Saharan Africa,9.33423615,35.49821854,60.9371,4.127,0.060970284,7666704427.00915,411.552340423602,13.78216439,94280,64.263,47.78113633,192.440761561307,2.64037519341292,18628747,17.174,3.36466267061558,0.62783144755838,-0.09486646950244904,-0.26725292205810547,-0.7494366765022278,-0.701195478439331,-0.33112335205078125,-0.7811526656150818,29,37,0.8415061043551555
MYS,Malaysia,Asia,South-eastern Asia,3.7562995,427.21704102,81.47337,1.983,9.278625012,364681367531.684,11414.2069765208,84.21322418,328550,76.156,139.5962795,95.9628214883579,1.32706064876164,31949777,76.607,4.885355846967966,3.480419619990124,-0.04342946037650108,0.11027669906616211,0.9986856579780579,0.673140823841095,0.5909451842308044,0.24752280116081238,21,30,0.6758454674805272
NAM,Namibia,Africa,Sub-Saharan Africa,7.95077181,471.48568726,61.35078,3.344,2.538113392,12366528259.1844,4957.45822226408,36.83740647,823290,63.708,113.1938682,2.97374558175127,1.87248088130699,2494530,51.042,0.7108118750947483,-1.14091518622653,0.5421897768974304,0.5339198112487793,0.09664949029684067,-0.1089082583785057,0.3099801242351532,0.372481107711792,31,46,0.7933028505638751
NER,Niger,Africa,Sub-Saharan Africa,7.33380175,30.35857964,56.75932,6.824,0.040041881,12911689659.351,553.89505038138,5.250487687,1266700,62.42,40.63849996,17.7176505881424,3.79366815330185,23310715,16.517,5.644596928318856,1.6666995954859136,-0.5653688907623291,-1.4030383825302124,-0.8010616898536682,-0.6687044501304626,-0.5329312086105347,-0.5541662573814392,20,28,0.8516693114442331
NGA,Nigeria,Africa,Sub-Saharan Africa,3.88990784,83.75351715,56.87589,5.317,0.041480149,448120428858.769,2229.85869624463,7.469439317,910770,54.687,91.85357742,215.064988965381,2.5648418857943,200963599,51.157,1.1945795167548228,-1.4091957449830177,-0.4129960238933563,-1.934673547744751,-1.0886335372924805,-0.8609851598739624,-0.897982120513916,-1.0949479341506958,21,24,0.8215171978181541
NIC,Nicaragua,Americas,Latin America and the Caribbean,8.56453705,173.76611328,54.38673,2.377,3.32469534,12520915291.1837,1912.90374537869,27.86304001,120340,74.485,88.43373663,53.7270483629716,1.22957367676273,6545502,58.76,1.231378913975574,-0.04723447658243209,-1.0770896673202515,-1.034827709197998,-0.7708743810653687,-0.6890581250190735,-1.175689935684204,-1.121843695640564,10,20,0.7280195272998882
NLD,Netherlands,Europe,Western Europe,9.97458649,5306.53466797,76.10376,1.57,43.62720527,907050863145.097,52295.0390498713,93.2885906,33670,82.0121951219512,127.2845209,511.779744579745,0.65507157480522,17344874,91.876,2.220023883210702,1.648067811567192,1.564838171005249,0.8572519421577454,1.7980079650878906,1.8610787391662598,1.808467149734497,1.9997575283050537,40,58,0.46316205795660104
NOR,Norway,Europe,Northern Europe,10.0493927,8239.09570313,82.62729,1.53,42.02760921,403336363636.364,75419.6348688089,98.00000439,365107.85,82.9073170731707,107.3802483,14.5488956208419,0.675061373245644,5347896,82.616,1.56124319254651,0.7480043985718852,1.6869549751281738,1.1861281394958496,1.8622915744781494,1.804054617881775,1.9849152565002441,2.0734682083129883,40,60,0.5040928276038483
NPL,Nepal,Asia,Southern Asia,5.84083414,57.84656143,63.1866,1.876,2.81879649,30641380603.9699,1071.05076055404,21.40351043,143350,70.778,139.4463618,195.939107080572,1.83733707688441,28608710,20.153,5.165458264224977,3.8747846122174563,-0.13064293563365936,-0.46563026309013367,-1.045199990272522,-0.7013751268386841,-0.535534143447876,-0.6740938425064087,25,31,0.7333022472348024
NZL,New Zealand,Oceania,Australia and New Zealand,9.21034622,4037.46289063,86.76465,1.72,34.72389862,206928765543.935,41557.8024107675,90.81109307,263310,81.7073170731707,134.9319679,18.6115225399719,1.59316723078585,4979300,86.615,3.277394643489548,1.28157605992923,1.5690345764160156,1.5076649188995361,1.6709036827087402,1.880906581878662,1.8847389221191406,2.1700706481933594,40,59,0.5263877399659109
OMN,Oman,Asia,Western Asia,4.13171434,678.23101807,69.98474,2.842,10.24420698,76331518668.5771,15343.0620043106,92.40844424,309500,77.861,138.2321115,15.6041453957997,2.96831339383564,4974986,85.443,2.0378797706133374,-2.201334230083736,-1.1362813711166382,0.5934847593307495,0.259309321641922,0.29245713353157043,0.5544039011001587,0.45212891697883606,6,17,0.7676592314758421
PAK,Pakistan,Asia,Southern Asia,3.20193386,42.87313461,60.95491,3.454,0.813089564,278221906022.841,1284.70204090039,17.07090203,770880,67.273,76.37688644,275.289318700706,2.02921486315548,216565318,36.907,4.5274815389517284,2.389391529780276,-0.8433507680892944,-2.246335744857788,-0.6770046949386597,-0.6444789171218872,-0.6675786972045898,-0.8467406630516052,15,22,0.7707169241693489
PAN,Panama,Americas,Latin America and the Caribbean,7.26584625,1131.66015625,66.56045,2.437,12.32868293,66800800000,15731.0160348471,63.62841477,74177,78.506,131.8517704,56.3095433894603,1.65178689075561,4246439,68.059,4.596752099472928,2.838217309974062,0.6217132806777954,0.30680492520332336,0.06554018706083298,0.36189696192741394,-0.11903498321771622,-0.5799239873886108,35,48,0.6529697817465925
PER,Peru,Americas,Latin America and the Caribbean,5.23800182,369.07846069,68.69658,2.233,7.927901427,226848050819.525,6977.69578355382,59.9505036,1280000,76.736,131.7778873,24.99160625,1.61615719697585,32510453,78.099,3.170293207591496,1.5866897661336692,0.28628385066986084,-0.1417345404624939,-0.06754565984010696,0.5639061331748962,-0.48720264434814453,-0.44769078493118286,29,42,0.6523053409699315
PHL,Philippines,Asia,South-eastern Asia,4.40060663,136.53881836,62.82943,2.526,5.475649603,376795508678.853,3485.08421835861,43.02661187,298170,71.231,154.7610716,357.688305329175,1.36399467911631,108116615,47.149,6.562163124133536,5.019207968241606,0.030184244737029076,-0.884965717792511,0.05296817049384117,0.009308159351348877,-0.4773007035255432,-0.5733455419540405,25,31,0.7203226530699415
PNG,Papua New Guinea,Oceania,Melanesia,2.36706114,63.7678833,59.77357,3.52,0.213319782,24829107011.0701,2829.17030896837,11.20919659,452860,64.501,47.61771578,19.0043633794109,1.95367908220702,8776109,13.25,4.244657604501975,2.195223657786456,0.07404211163520813,-0.8261072039604187,-0.8086790442466736,-0.5425463914871216,-0.8009730577468872,-0.99163818359375,23,39,0.767911321996725
POL,Poland,Europe,Eastern Europe,6.33085012,978.73565674,76.38122,1.42,20.54459107,595858207011.512,15694.7386279643,84.51645192,306170,77.8560975609756,127.7270912,124.031583760656,-0.0244271070993493,37965475,60.037,4.420667273176882,4.445967405414504,0.6982618570327759,0.521514892578125,0.6016291975975037,1.0141236782073975,0.4520929753780365,0.602715015411377,34,48,0.48061853667741355
PRT,Portugal,Europe,Southern Europe,9.40783501,2215.17358398,76.46616,1.42,38.79939806,238785085030.988,23213.9781989813,75.34637155,91605.6,80.6829268292683,116.4632624,112.261935951514,0.0237334946497115,10286263,65.764,2.480635736997258,2.708247790444048,1.2387827634811401,1.1282484531402588,1.1540054082870483,0.969747006893158,1.1356768608093262,0.763995349407196,39,57,0.4122556291348236
PRY,Paraguay,Americas,Latin America and the Caribbean,6.65451145,400.39273071,59.05401,2.405,5.356969473,38145288939.8488,5414.79913793258,68.51762842,397300,74.254,110.1809661,17.5083589227284,1.26516727108041,7044636,61.879,3.1346617433869497,1.796833359355108,0.08214247971773148,-0.001913156476803124,-0.533756673336029,-0.2034580111503601,-0.556403398513794,-0.8293102383613586,28,37,0.7264860555665096
QAT,Qatar,Asia,Western Asia,2.49480486,1716.26513672,68.66573,1.846,10.05198676,175837550996.185,62088.0618276987,99.65280421,11490,80.227,138.3290367,242.0954743255,1.79528505056432,2832067,99.188,1.665922699495081,-1.174149352649184,-1.2906183004379272,0.7046954035758972,0.7052067518234253,0.6793299317359924,0.7343184351921082,0.8489959239959717,7,18,0.7196498390399386
ROU,Romania,Europe,Eastern Europe,5.55660582,687.25439453,73.3332,1.76,27.2544319,250077444017.084,12913.0739557854,73.65748258,230080,75.4585365853659,117.0747154,84.633801286509,-0.547516188385597,19366221,54.084,4.720654300297004,5.30162495496129,0.48513972759246826,0.5255054235458374,-0.28124380111694336,0.4620535969734192,0.36400461196899414,-0.1282404661178589,35,48,0.45466252343836455
RUS,Russian Federation,Europe,Eastern Europe,5.31590033,609.00915527,78.16284,1.504,22.52492345,1699876578871.35,11584.9953826104,82.64216187,16376870,73.0839024390244,164.3876311,8.82206789209416,-0.0495686654330689,144406261,74.587,0.7849935301959408,0.6982140686095999,-1.1000820398330688,-0.5423039793968201,0.15036487579345703,-0.4316224455833435,-0.723688542842865,-0.8318731784820557,5,15,0.5101027993501916
RWA,Rwanda,Africa,Sub-Saharan Africa,7.54268694,58.30852127,76.48282,3.99,0.070365369,10354417725.1555,820.025241658159,21.76763262,24670,69.024,76.49153596,498.659870287799,2.60765264493972,12626950,17.313,7.3623956224495135,4.59964679751324,-1.079367995262146,0.11567217856645584,0.18502268195152283,0.07738430052995682,0.07618818432092667,0.5643460154533386,8,13,0.8131159643644688
SAU,Saudi Arabia,Asia,Western Asia,6.3615365,1484.59338379,71.55722,2.275,19.84896754,792966838161.659,23139.7986561214,95.7247356,2149690,75.133,120.5147446,15.6766543082956,1.67311172870933,34268528,84.065,1.5602154960837082,-0.5117090099549833,-1.6169171333312988,-0.4279959797859192,0.3064448833465576,-0.06819485127925873,0.16855593025684357,0.2746393382549286,1,6,0.6740758262486259
SDN,Sudan,Africa,Northern Africa,4.51304483,60.17465973,44.82932,4.347,0.07652306,30513456084.7961,441.505603374484,30.87029573,1849233.715,65.311,77.11203717,22.6047863290228,2.39143403307158,42813238,34.936,1.116078558096191,-0.6087761078089101,-1.6359678506851196,-1.6736141443252563,-1.621904730796814,-1.6738343238830566,-1.140473484992981,-1.3669849634170532,2,15,0.8017628987035015
