"CountryCode","SeriesCode","DESCRIPTION",
"CHN","SP.POP.1564.MA.ZS","Excluding Hong Kong SAR, China; Macao SAR, China; Taiwan, China.",
"CHN","SP.POP.65UP.MA.ZS","Excluding Hong Kong SAR, China; Macao SAR, China; Taiwan, China.",
"CHN","IT.NET.USER.ZS","Ministry of Information Industry (MII). Ministry of Industry and Information Technology.",
"CHN","SP.POP.65UP.TO.ZS","Excluding Hong Kong SAR, China; Macao SAR, China; Taiwan, China.",
"CHN","SP.POP.BRTH.MF","The data for China do not include Hong Kong SAR, China; Macao SAR, China; and Taiwan, China.",
"CHN","SP.POP.TOTL.FE.ZS","Excluding Hong Kong SAR, China; Macao SAR, China; Taiwan, China.",
"CHN","SP.ADO.TFRT","The data for China do not include Hong Kong SAR, China; Macao SAR, China; and Taiwan, China.",
"CHN","SP.POP.TOTL.MA.ZS","Excluding Hong Kong SAR, China; Macao SAR, China; Taiwan, China.",
"CHN","SP.POP.1564.FE.ZS","Excluding Hong Kong SAR, China; Macao SAR, China; Taiwan, China.",
"CHN","IT.CEL.SETS","Ministry of Information Industry (MII). Ministry of Industry and Information Technology.",
"CHN","ST.INT.XPND.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"CHN","ST.INT.RCPT.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"CHN","MS.MIL.XPND.ZS","1989-2018 SIPRI estimates.",
"CHN","SM.POP.TOTL","Estimates are imputed using model estimates. For purposes of estimation, the estimates for China, Hong Kong Special Administrative Region of China and Macao Special Administrative Region of China are derived and reported separately.",
"CHN","SP.POP.0014.TO.ZS","Excluding Hong Kong SAR, China; Macao SAR, China; Taiwan, China.",
"CHN","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects. The data for China do not include Hong Kong SAR, China; Macao SAR, China; and Taiwan, China.",
"CHN","IT.CEL.SETS.P2","Ministry of Information Industry (MII). Ministry of Industry and Information Technology.",
"CHN","ST.INT.TRNR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"CHN","SP.POP.TOTL","Data source: National Bureau of Statistics",
"CHN","ST.INT.TVLX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"CHN","SP.DYN.CBRT.IN","Data source: National Bureau of Statistics",
"CIV","MS.MIL.XPND.ZS","2012 SIPRI estimates.",
"CIV","IT.NET.BBND","Until 1996: Société Côte d'Ivoire-TELECOM (CI-TELCOM). Agence des Télécommunications de Côte d'Ivoire.",
"CIV","SM.POP.TOTL","Estimates are derived from data on foreign-born and foreign population. ",
"CIV","SM.POP.NETM","Data source: United Nations World Population Prospects",
"CIV","IT.NET.BBND.P2","Until 1996: Société Côte d'Ivoire-TELECOM (CI-TELCOM). Agence des Télécommunications de Côte d'Ivoire.",
"CIV","IT.MLT.MAIN","Until 1996: Société Côte d'Ivoire-TELECOM (CI-TELCOM). Agence des Télécommunications de Côte d'Ivoire.",
"CIV","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects",
"CIV","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects",
"CIV","IT.MLT.MAIN.P2","Until 1996: Société Côte d'Ivoire-TELECOM (CI-TELCOM). Agence des Télécommunications de Côte d'Ivoire.",
"CIV","SP.POP.TOTL","Data source: United Nations World Population Prospects",
"CIV","ST.INT.ARVL","Includes overnight visitors (tourists) and same-day visitors (excursionists). Arrivals of non-resident visitors at national borders. 1995, 1996, 2007-2014: arrivals to Félix Houphouët Boigny Airport only. 2015: break in the series: figures include arrivals by land (road and railway).",
"CIV","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects",
"CIV","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects",
"CIV","SP.POP.GROW","Data source: United Nations World Population Prospects",
"CIV","IT.NET.USER.ZS","Until 1996: Société Côte d'Ivoire-TELECOM (CI-TELCOM). Agence des Télécommunications de Côte d'Ivoire.",
"CIV","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects",
"CIV","MS.MIL.XPND.CD","2012 SIPRI estimates.",
"CIV","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects",
"CIV","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects",
"CIV","MS.MIL.XPND.CN","2012 SIPRI estimates.",
"CIV","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects",
"CIV","IT.CEL.SETS.P2","Until 1996: Société Côte d'Ivoire-TELECOM (CI-TELCOM). Agence des Télécommunications de Côte d'Ivoire.",
"CIV","ST.INT.XPND.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"CIV","EG.ELC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"CIV","EG.FEC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"CIV","ST.INT.TVLR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"CIV","IS.RRS.GOOD.MT.K6","Source: Internation Union of Railways (UIC)",
"CIV","ST.INT.TRNX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"CIV","ST.INT.TRNR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"CIV","ST.INT.RCPT.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"CIV","IS.RRS.PASG.KM","Source: Internation Union of Railways (UIC)",
"CIV","ST.INT.TVLX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"CIV","IT.CEL.SETS","Until 1996: Société Côte d'Ivoire-TELECOM (CI-TELCOM). Agence des Télécommunications de Côte d'Ivoire.",
"CIV","EG.EGY.PRIM.PP.KD","Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)",
"CIV","DT.DOD.DECT.CD","Long-term public and publicly guaranteed debt data for 2019 are based on reports provided by the country. Long-term private nonguaranteed debt data for 2019 are World Bank staff estimates. Short-term debt for 2019 is based on data from the BIS. Data include the effects of Paris Club agreement signed in 2011 and 2012 and HIPC and MDRI debt relief.",
"CMR","IT.CEL.SETS.P2","Ministère des Postes et Télécommunications. Agence de Régulation des Télécommunications.",
"CMR","ST.INT.XPND.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"CMR","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects",
"CMR","SP.POP.TOTL","Data source: United Nations World Population Prospects",
"CMR","EG.FEC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"CMR","ST.INT.TRNX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"CMR","IT.NET.BBND","Ministère des Postes et Télécommunications. Agence de Régulation des Télécommunications.",
"CMR","SP.POP.GROW","Data source: United Nations World Population Prospects",
"CMR","IS.RRS.PASG.KM","Source: Internation Union of Railways (UIC)",
"CMR","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects",
"CMR","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects",
"CMR","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects",
"CMR","EG.EGY.PRIM.PP.KD","Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)",
"CMR","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects",
"CMR","IT.NET.USER.ZS","Ministère des Postes et Télécommunications. Agence de Régulation des Télécommunications.",
"CMR","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects",
"CMR","DT.DOD.DECT.CD","Long-term public and publicly guaranteed and long-term private nonguaranteed debt data for 2019 are based on reports provided by the country. Short-term debt for 2019 is based on data from the BIS. Data include the effects of HIPC and MDRI debt relief.",
"CMR","SM.POP.NETM","Data source: United Nations World Population Prospects",
"CMR","IT.CEL.SETS","Ministère des Postes et Télécommunications. Agence de Régulation des Télécommunications.",
"CMR","IT.MLT.MAIN","Ministère des Postes et Télécommunications. Agence de Régulation des Télécommunications.",
"CMR","IT.NET.BBND.P2","Ministère des Postes et Télécommunications. Agence de Régulation des Télécommunications.",
"CMR","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects",
"CMR","ST.INT.TVLX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"CMR","ST.INT.RCPT.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"CMR","IT.MLT.MAIN.P2","Ministère des Postes et Télécommunications. Agence de Régulation des Télécommunications.",
"CMR","EG.ELC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"CMR","IS.RRS.GOOD.MT.K6","Source: Internation Union of Railways (UIC)",
"CMR","ST.INT.TRNR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"CMR","ST.INT.ARVL","Includes overnight visitors (tourists) and same-day visitors (excursionists). Arrivals of non-resident visitors at national borders.",
"CMR","ST.INT.TVLR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"CMR","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects",
"CMR","SM.POP.TOTL","Estimates are derived from data on foreign-born population. ",
"COD","EG.ELC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"COD","DT.DOD.DECT.CD","Long-term public and publicly guaranteed debt data for 2019 are based on reports provided by the country. Long-term private nonguaranteed debt data are not available. Short-term debt for 2019 is based on data from the BIS. Data include the effects of Paris Club debt restructuring agreement and HIPC and MDRI debt relief.",
"COD","IT.CEL.SETS","Until 2002: Ministère des Postes et Télécommunications. Autorité de Régulation de la Poste et des Télécommunications.",
"COD","IT.NET.USER.ZS","Until 2002: Ministère des Postes et Télécommunications. Autorité de Régulation de la Poste et des Télécommunications.",
"COD","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects",
"COD","IT.MLT.MAIN","Until 2002: Ministère des Postes et Télécommunications. Autorité de Régulation de la Poste et des Télécommunications.",
"COD","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects",
"COD","IS.RRS.PASG.KM","Source: Internation Union of Railways (UIC)",
"COD","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects",
"COD","ST.INT.TVLX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"COD","MS.MIL.XPND.CN","1963-1971 SIPRI estimates.",
"COD","IT.NET.BBND","Until 2002: Ministère des Postes et Télécommunications. Autorité de Régulation de la Poste et des Télécommunications.",
"COD","SP.POP.TOTL","Data source: United Nations World Population Prospects",
"COD","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects",
"COD","IT.CEL.SETS.P2","Until 2002: Ministère des Postes et Télécommunications. Autorité de Régulation de la Poste et des Télécommunications.",
"COD","SM.POP.TOTL","Estimates are derived from data on foreign-born population. Number of refugees reported by the UN Refugee Agency (UNHCR) are added to the migrant stock estimates. ",
"COD","ST.INT.TVLR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"COD","ST.INT.ARVL","Includes overnight visitors (tourists) only. Arrivals of non-resident tourists at national borders. 2002-2004, 2007-2010: arrivals by air only.
2011-2016: The arrivals data relate only to three border posts (N'Djili airport in Kinshasa, the Luano airport in Lubumbashi, and the land border-crossing of Kasumbalesa in Katanga province)",
"COD","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects",
"COD","IS.RRS.GOOD.MT.K6","Source: Internation Union of Railways (UIC)",
"COD","EG.FEC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"COD","IT.MLT.MAIN.P2","Until 2002: Ministère des Postes et Télécommunications. Autorité de Régulation de la Poste et des Télécommunications.",
"COD","SP.POP.GROW","Data source: United Nations World Population Prospects",
"COD","IT.NET.BBND.P2","Until 2002: Ministère des Postes et Télécommunications. Autorité de Régulation de la Poste et des Télécommunications.",
"COD","ST.INT.DPRT","Includes overnight visitors (tourists) only.",
"COD","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects",
"COD","MS.MIL.XPND.CD","1963-1971 SIPRI estimates.",
"COD","EG.EGY.PRIM.PP.KD","Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)",
"COD","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects",
"COD","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects",
"COD","SM.POP.NETM","Data source: United Nations World Population Prospects",
"COG","DT.DOD.DECT.CD","Long-term public and publicly guaranteed debt data for 2019 are based on reports provided by the country and does not fully cover the debt contracted with the private creditors. Long-term private nonguaranteed debt data are not available. Short-term debt for 2019 is based on data from the BIS. Data include the effects of Paris Club debt restructuring agreement and HIPC and MDRI debt relief.",
"COG","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects",
"COG","SM.POP.TOTL","Estimates are derived from data on foreign-born population. ",
"COG","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects",
"COG","ST.INT.TVLR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"COG","ST.INT.TRNR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"COG","ST.INT.ARVL","Includes overnight visitors (tourists) and same-day visitors (excursionists). Arrivals of non-resident visitors at national borders. Surveys. Source: ""Direction Générale de l'Industrie Touristique"". Including nationals residing abroad.",
"COG","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects",
"COG","ST.INT.TVLX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"COG","IT.MLT.MAIN.P2","Direction Générale de l'Administsration Centrale des Postes et Télécommunications.",
"COG","ST.INT.RCPT.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"COG","IT.NET.BBND.P2","Direction Générale de l'Administsration Centrale des Postes et Télécommunications.",
"COG","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects",
"COG","IT.MLT.MAIN","Direction Générale de l'Administsration Centrale des Postes et Télécommunications.",
"COG","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects",
"COG","MS.MIL.XPND.CD","1970-1993 highly uncertain data. 2001-2007 SIPRI estimates.",
"COG","IS.RRS.GOOD.MT.K6","Source: Internation Union of Railways (UIC)",
"COG","IT.CEL.SETS","Direction Générale de l'Administsration Centrale des Postes et Télécommunications.",
"COG","EG.EGY.PRIM.PP.KD","Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)",
"COG","IT.NET.USER.ZS","Direction Générale de l'Administsration Centrale des Postes et Télécommunications.",
"COG","EG.ELC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"COG","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects",
"COG","ST.INT.DPRT","Includes overnight visitors (tourists) and same-day visitors (excursionists).",
"COG","IS.RRS.PASG.KM","Source: Internation Union of Railways (UIC)",
"COG","SM.POP.NETM","Data source: United Nations World Population Prospects",
"COG","MS.MIL.XPND.ZS","1992-1993 highly uncertain data. 2001-2007 SIPRI estimates.",
"COG","SP.POP.GROW","Data source: United Nations World Population Prospects",
"COG","EG.FEC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"COG","ST.INT.TRNX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"COG","MS.MIL.XPND.CN","1970-1993 highly uncertain data. 2001-2007 SIPRI estimates.",
"COG","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects",
"COG","IT.NET.BBND","Direction Générale de l'Administsration Centrale des Postes et Télécommunications.",
"COG","SP.POP.TOTL","Data source: United Nations World Population Prospects",
"COG","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects",
"COG","IT.CEL.SETS.P2","Direction Générale de l'Administsration Centrale des Postes et Télécommunications.",
"COG","ST.INT.XPND.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"COL","ST.INT.TRNR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"COL","EG.ELC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"COL","SM.POP.NETM","Data source: United Nations World Population Prospects",
"COL","MS.MIL.XPND.CD","1960-1969 SIPRI estimates.",
"COL","ST.INT.RCPT.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"COL","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects",
"COL","IT.MLT.MAIN","Ministerio de Comunicaciones.",
"COL","SP.POP.GROW","Data source: United Nations World Population Prospects",
"COL","SP.POP.TOTL","Data source: United Nations World Population Prospects 2019 Revision. Note: The UN estimates for Colombia are based on 2005 and earlier censuses and official estimates through 2018. UN estimates are likely to reflect the 2018 census results in the subsequent WPP Revisions once the 2018 census results become available.",
"COL","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects, DHS 2010",
"COL","SM.POP.TOTL","Estimates are derived from data on foreign-born population. ",
"COL","IT.NET.BBND","Ministerio de Comunicaciones.",
"COL","ST.INT.TVLR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"COL","DT.DOD.DECT.CD","Long-term public and publicly guaranteed and long-term private nonguaranteed debt data for 2019 are based on reports provided by the country. Short-term debt data for 2019 are sourced by the Quarterly External Debt Statistics database (http://datatopics.worldbank.org/debt/qeds).",
"COL","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects",
"COL","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects",
"COL","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects",
"COL","EG.FEC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"COL","EG.EGY.PRIM.PP.KD","Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)",
"COL","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects",
"COL","ST.INT.DPRT","Includes overnight visitors (tourists) only.",
"COL","ST.INT.ARVL","Includes overnight visitors (tourists) and same-day visitors (excursionists). Arrivals of non-resident visitors at national borders. 1996: change in the methodology. From 2010 arrivals of non-resident travellers by immigration checkpoints.",
"COL","ST.INT.TVLX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"COL","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects",
"COL","IT.CEL.SETS","Ministerio de Comunicaciones.",
"COL","IT.CEL.SETS.P2","Ministerio de Comunicaciones.",
"COL","IT.MLT.MAIN.P2","Ministerio de Comunicaciones.",
"COL","IT.NET.USER.ZS","Ministerio de Comunicaciones.",
"COL","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects",
"COL","IT.NET.BBND.P2","Ministerio de Comunicaciones.",
"COL","MS.MIL.XPND.CN","1960-1969 SIPRI estimates.",
"COL","MS.MIL.XPND.ZS","1988-1989 SIPRI estimates.",
"COL","ST.INT.TRNX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"COL","ST.INT.XPND.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"COM","EG.EGY.PRIM.PP.KD","Sources: Estimated based on UN Energy Statistics (2014); World Development Indicators, WDI (2014)",
"COM","SM.POP.NETM","Data source: United Nations World Population Prospects",
"COM","EG.FEC.RNEW.ZS","Sources: UN Energy Statistics (2014)",
"COM","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects",
"COM","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects",
"COM","SP.POP.GROW","Data source: United Nations World Population Prospects",
"COM","ST.INT.TRNR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"COM","IT.NET.BBND","Société Nationale des Postes et Telecommunications (SNPT). Since 2005: Comores Télécom.",
"COM","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects",
"COM","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects",
"COM","IT.CEL.SETS.P2","Société Nationale des Postes et Telecommunications (SNPT). Since 2005: Comores Télécom.",
"COM","SP.POP.TOTL","Data source: United Nations World Population Prospects",
"COM","ST.INT.TRNX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"COM","ST.INT.XPND.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database. 1995, 2003, 2004: Banque centrale des Comores.",
"COM","ST.INT.RCPT.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database. 1995-2004: Banque centrale des Comores.",
"COM","IT.NET.BBND.P2","Société Nationale des Postes et Telecommunications (SNPT). Since 2005: Comores Télécom.",
"COM","IT.MLT.MAIN.P2","Société Nationale des Postes et Telecommunications (SNPT). Since 2005: Comores Télécom.",
"COM","EG.ELC.RNEW.ZS","Sources: UN Energy Statistics (2014)",
"COM","IT.NET.USER.ZS","Société Nationale des Postes et Telecommunications (SNPT). Since 2005: Comores Télécom.",
"COM","IT.CEL.SETS","Société Nationale des Postes et Telecommunications (SNPT). Since 2005: Comores Télécom.",
"COM","ST.INT.ARVL","Includes overnight visitors (tourists) only. Arrivals of non-resident tourists at national borders. Arrivals by air.",
"COM","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects",
"COM","IT.MLT.MAIN","Société Nationale des Postes et Telecommunications (SNPT). Since 2005: Comores Télécom.",
"COM","ST.INT.TVLX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"COM","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects",
"COM","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects",
"COM","SM.POP.TOTL","Estimates are derived from data on foreign-born population. For purposes of estimation, the estimates for Comoros and Mayotte are derived and reported separately.",
"COM","DT.DOD.DECT.CD","Long-term public and publicly guaranteed debt data for 2019 are based on reports provided by the country. Long-term private nonguaranteed debt and short-term debt data for 2019 are not available. Data include the effects of Paris Club debt restructuring agreements signed in 2010 and the HIPC debt relief.",
"COM","ST.INT.TVLR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"COM","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects",
"CPV","ST.INT.RCPT.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"CPV","ST.INT.TVLR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"CPV","IT.NET.BBND.P2","Cabo Verde Telecom. From 2004: Instituto das Comunicações e das Tecnologias de Informação.",
"CPV","ST.INT.ARVL","Includes overnight visitors (tourists) only. Arrivals of non-resident tourists in hotels and similar establishments. 1995-1999: arrivals by air. From 2000 arrivals of non-resident tourists in hotels and similar establishments.",
"CPV","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects",
"CPV","ST.INT.TRNR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"CPV","IT.MLT.MAIN.P2","Cabo Verde Telecom. From 2004: Instituto das Comunicações e das Tecnologias de Informação.",
"CPV","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects",
"CPV","ST.INT.TRNX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"CPV","SM.POP.NETM","Data source: United Nations World Population Prospects",
"CPV","EG.FEC.RNEW.ZS","Sources: UN Energy Statistics (2014)",
"CPV","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects",
"CPV","EG.EGY.PRIM.PP.KD","Sources: Estimated based on UN Energy Statistics (2014); World Development Indicators, WDI (2014)",
"CPV","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects",
"CPV","SP.POP.GROW","Data source: United Nations World Population Prospects",
"CPV","IT.NET.BBND","Cabo Verde Telecom. From 2004: Instituto das Comunicações e das Tecnologias de Informação.",
"CPV","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects",
"CPV","IT.CEL.SETS.P2","Cabo Verde Telecom. From 2004: Instituto das Comunicações e das Tecnologias de Informação.",
"CPV","SP.POP.TOTL","Data source: United Nations World Population Prospects",
"CPV","ST.INT.XPND.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"CPV","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects",
"CPV","IT.NET.USER.ZS","Cabo Verde Telecom. From 2004: Instituto das Comunicações e das Tecnologias de Informação.",
"CPV","EG.ELC.RNEW.ZS","Sources: UN Energy Statistics (2014)",
"CPV","IT.CEL.SETS","Cabo Verde Telecom. From 2004: Instituto das Comunicações e das Tecnologias de Informação.",
"CPV","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects",
"CPV","IT.MLT.MAIN","Cabo Verde Telecom. From 2004: Instituto das Comunicações e das Tecnologias de Informação.",
"CPV","SM.POP.TOTL","Estimates are derived from data on foreign-born population. ",
"CPV","ST.INT.TVLX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"CPV","DT.DOD.DECT.CD","Long-term public and publicly guaranteed debt data for 2019 are based on reports provided by the country. Long-term private nonguaranteed and short-term debt data are not available. Short-term debt for 2019 is based on data from the BIS.",
"CPV","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects",
"CRI","ST.INT.TRNX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"CRI","IT.MLT.MAIN.P2","Instituto Costarricense de Electricidad (ICE).",
"CRI","SP.POP.GROW","Data source: United Nations World Population Prospects",
"CRI","ST.INT.TRNR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"CRI","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects",
"CRI","ST.INT.TVLR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"CRI","EG.EGY.PRIM.PP.KD","Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)",
"CRI","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects",
"CRI","IT.CEL.SETS","Instituto Costarricense de Electricidad (ICE).",
"CRI","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects",
"CRI","SM.POP.TOTL","Estimates are derived from data on foreign-born population. Number of refugees reported by the UN Refugee Agency (UNHCR) are added to the migrant stock estimates. ",
"CRI","ST.INT.TVLX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"CRI","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects",
"CRI","DT.DOD.DECT.CD","Long-term public and publicly guaranteed, long-term private nonguaranteed, and short-term debt data for 2019 are based on reports provided by the country.",
"CRI","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects",
"CRI","IT.NET.USER.ZS","Instituto Costarricense de Electricidad (ICE).",
"CRI","IT.MLT.MAIN","Instituto Costarricense de Electricidad (ICE).",
"CRI","EG.ELC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"CRI","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects",
"CRI","ST.INT.XPND.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"CRI","SP.POP.TOTL","Data source: United Nations World Population Prospects",
"CRI","IT.CEL.SETS.P2","Instituto Costarricense de Electricidad (ICE).",
"CRI","EG.FEC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"CRI","IT.NET.BBND","Instituto Costarricense de Electricidad (ICE).",
"CRI","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects",
"CRI","SM.POP.NETM","Data source: United Nations World Population Prospects",
"CRI","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects",
"CRI","ST.INT.RCPT.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"CRI","IT.NET.BBND.P2","Instituto Costarricense de Electricidad (ICE).",
"CRI","ST.INT.ARVL","Includes overnight visitors (tourists) and same-day visitors (excursionists). Arrivals of non-resident visitors at national borders.",
"CRI","ST.INT.DPRT","Includes overnight visitors (tourists) only.",
"CUB","BM.KLT.DINV.CD.WD","Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database.",
